Post iD,Title,Report Year,Status,Year Cancelled,Date of Last Event,Litigation,Litigation Venue,State,County,County ID,Municipality,Type,Capacity,Area,Content,Citations,State_List
2365,Basin Creek Solar Project (Silver Bow County),2025,Unknown,,2022,No,,MT,Silver Bow County,30093,,Solar,,1600.0,"On July 15, 2021, the Butte-Silver Bow Zoning Board of Adjustment denied a permit to FX Solutions to build the 1,600-acre Basin Creek Solar Project. In August 2021, FX Solutions appealed the decision. In oral argument on April 2, 2022, lawyers for the Basin Creek Solar project argued that the Zoning Board of Adjustment erred when it denied the special use permit for this solar project, including by focusing only on public opposition and ignoring support for the project.","Duncan Adams, Lawyers for massive solar project appeal Zoning Board’s denial of permit, Montana Standard, Apr. 2, 2022, https://mtstandard.com/news/local/lawyers-for-massive-solar-project-appeal-zoning-boards-denial-of-permit/article_ef2614f8-2615-5d6b-a56f-9820ee30d94b.html.",['MT']
2366,Crazy Mountain Wind Project (Sweet Grass County),2025,Canceled,2019.0,2019,Yes,State,MT,Sweet Grass County,30097,,Wind,,,"Pattern Energy proposed a 22-turbine project in Sweet Grass County. Four companies that own neighboring land initiated a legal action alleging nuisance. In March 2019, a Montana judge issued a preliminary injunction on construction while the case awaited trial. In July 2019, Pattern asserted in a legal filing that the preliminary injunction made it impossible to obtain the necessary financing to complete the project and satisfy contractual obligations. Pattern further explained that it was compelled to abandon the project.","Diana’s Great Idea, LLC v. Jarrett, 401 Mont. 1, 6, 471 P.3d 38 (2020); Johnathan Hettinger, Judge temporarily halts construction on Crazy Mountain Wind project, Livingston Enterprise, Mar. 20, 2019, https://www.livingstonenterprise.com/content/judge-temporarily-halts-construction-crazy-mountain-wind-project; Neighbors sue to block planned Montana wind farm, Great Falls Tribune, Oct. 15, 2018, https://apnews.com/article/d50c92924b284dd2a36b92ef954fe4ca.",['MT']
2367,Mission Creek Wind Project (Park County),2025,Unknown,,2010,No,,MT,Park County,30067,,Wind,,,"In 2010, Sagebrush Energy proposed an 11-turbine wind farm east of Livingston, Montana. Local residents formed an opposition group, Friends of Mission Creek, to halt the project, citing concerns about impacts to the natural landscape and local populations of golden eagles. The project appears to have stalled shortly thereafter.","Daniel Person, Across southwest Montana, companies plan to ramp up the region’s wind industry. It hasn’t been a breeze, Bozeman Daily Chronicle, Oct. 24, 2010, https://www.bozemandailychronicle.com/news/across-southwest-montana-companies-plan-to-ramp-up-the-region-s-wind-industry-it-hasn/article_ce7fb7f6-df2e-11df-8801-001cc4c002e0.html.",['MT']
2368,Valley County Wind Project (Valley County),2025,Canceled,2007.0,2007,No,,MT,Valley County,30105,,Wind,500.0,,"In 2005, GreenHunter Energy proposed a 500-MW wind farm in a remote area north of Glasgow, Montana. In 2007, however, the company abandoned the project after facing opposition from the Montana Wilderness Association, Montana Audubon Society, and the Montana Wilderness Society who raised concerns about impacts on a nearby wilderness area 10 miles away.","Larry Bell, Environmental Groups Strongly Endorse ‘None of the Above’ Energy Plans, Forbes, Mar. 12, 2013, https://www.forbes.com/sites/larrybell/2013/03/12/environmental-groups-strongly-endorse-none-of-the-above-energy-plans/?sh=22656bfe1e3e; Associated Press, Environmentalists blamed for collapse of proposed Glasgow wind farm, Billings Gazette, Sept. 23, 2007, https://billingsgazette.com/news/state-and-regional/montana/environmentalists-blamed-for-collapse-of-proposed-glasgow-wind-farm/article_300a48c9-4212-5524-9394-dd1e1d782e58.html.",['MT']
2369,Bacon’s Castle Solar Farm (Surry County),2025,Canceled,2022.0,2022,No,,NC,Surry County,37171,,Solar,20.0,,"On June 16, 2022, County Supervisors rejected plans for a 20-MW solar farm that would have been situated across the street from a historic 17th century homestead. The Surry County Planning Commission previously found that the proposal conflicted with the county’s 2040 Comprehensive Plan due to visual impacts on scenic and cultural resources and the county’s ordinance, which requires that solar projects “avoid important historic, archaeological or cultural sites.” Eight out of the ten residents who spoke about the application at a public hearing advocated against the project.”","Stephen Faleski, Surry rejects Bacon’s Castle solar farm, The Smithfield Times, June 20, 2022, https://www.smithfieldtimes.com/2022/06/20/surry-rejects-bacons-castle-solar-farm.",['NC']
2370,Birdseye Renewable Energy (Rowan County),2025,Canceled,2021.0,2021,No,,NC,Rowan County,37159,,Solar,,575.0,"In November 2021, residents in Rowan County successfully blocked the construction of a 575-acre solar farm after months of opposition. The Rowan County Commission voted 4-1 to deny a rezoning request by Birdseye Renewable that would have allowed progress to begin on the solar farm. The commissioners pointed to local community opposition as justification for their votes.","David Whisenant, Rowan County Commissioners say no to massive solar farm in Gold Hill, WBTV, Nov. 16, 2021, https://www.wbtv.com/2021/11/16/rowan-county-commissioners-say-no-massive-solar-farm-gold-hill/.",['NC']
2371,Blackburn Solar Project (Catawba County),2025,Canceled,2022.0,2022,No,,NC,Catawba County,37035,,Solar,58.0,600.0,"On April 18, 2022, county commissioners voted unanimously to reject Duke Energy’s request for rezoning to allow construction of a 58-MW, 600-acre solar project that would offset 50% of Wells Fargo’s electricity usage in the state. The county planning board previously recommended approval of the project, but the county decided to reject the project after hearing from five residents spoke out in opposition to it. Opponents argued that the land at issue was better suited for farming. Supporters, including the Chambers for Innovation and Clean Energy, argued that solar panels would increase tax revenues and occupy only a very small portion of land.","John Deem, ‘Bigger fights’: Opposition to solar farms growing in NC, Winston-Salem Journal, May 1, 2022, https://journalnow.com/news/local/bigger-fights-opposition-to-solar-farms-growing-in-nc/article_11f7719e-c71d-11ec-9813-4b06f341167a.html; Duke Energy, Wells Fargo, NextEra Energy Resources join forces on major solar expansion in North Carolina, Duke Energy, Apr. 8, 2021, https://news.duke-energy.com/releases/duke-energy-wells-fargo-nextera-energy-resources-join-forces-on-major-solar-expansion-in-north-carolina.",['NC']
2372,China Grove Solar Project (Rowan County),2025,Canceled,2019.0,2019,No,,NC,Rowan County,37159,City of Salisbury,Solar,65.0,428.0,"In 2019, Cooperative Solar LLC, doing business as China Grove Solar LLC proposed a 65-MW solar farm on 428 acres in Salisbury that was primarily zoned for agricultural use. A large number of residents strongly opposed the project and raised concerns about potential adverse impacts on property values, the surrounding environment, and wildlife. At a public hearing before the Rowan County Commission on September 16, 2019, the commissioners made clear that they were unlikely to approve the project, and the developer subsequently withdrew its application for a conditional-use permit. During that same hearing, the commissioners also voted to impose a six-month moratorium on ground-mounted solar development across the county.","Terrence Jefferies, Rowan County Residents React to Solar Farm Withdrawal, Salisbury Post, Oct. 9, 2019, https://www.salisburypost.com/2019/10/09/rowan-county-residents-react-to-solar-farm-withdrawal/; David Whisenant, Developers withdraw application for solar farm in western Rowan County, 3WBTV, Oct. 8, 2019, https://www.wbtv.com/2019/10/08/rowan-commissioners-place-moratorium-solar-farms/; Shane Stewart, Memo to Rowan Cnty Comm’rs: Quasi-judicial Hearing for CUP 03-19: China Grove Solar LLC, Sept. 6, 2019, https://rowancountync.novusagenda.com/agendapublic/CoverSheet.aspx.",['NC']
2373,Coastal Pine (Pender County),2025,Unknown,,2022,Yes,State,NC,Pender County,37141,,Solar,,2300.0,"In December 2022, Coastal Pine Solar filed a lawsuit after its application to build a 2,300-acre solar farm was denied unanimously by county commissioners in September 2022. The company claimed that the commissioners misapplied zoning ordinances based on generalized fears of solar farms. In response, the county filed an affidavit claiming its denial was based on its belief that the transmission line that would be connected to the solar farm could not safely handle the power generated. The county then filed a motion to dismiss, which was denied by the Superior Court. After several conferences between the parties, the court ordered the two sides to enter mediation to settle the dispute. On December 31, 2024, the North Carolina Court of Appeals upheld the county’s rejection of the solar farm, finding that the developer had failed to submit adequate evidence that the project complied with local regulations.","Shawn Singleton, Rejected solar farm in Pender County could power up again, judge orders mediation, Port City Daily, June 15, 2023, https://portcitydaily.com/local-news/2023/06/15/rejected-solar-farm-in-pender-county-could-power-up-again-judge-orders-mediation/.",['NC']
2374,Shady Grove Solar Farm (Yadkin County),2025,Pending,,2020,Yes,Administrative|State,NC,Yadkin County,37197,,Solar,22.0,285.0,"Yadkin County denied a conditional use permit for the Shady Grove Solar farm in October 2020. The solar farm, a joint venture between Silver Creek Energy and Pine Gate Renewables, would have produced 22 MW on 285 acres. Opponents testified at an evidentiary hearing about their concerns of flooding from the removal of trees, as well as impacts to water quality and tourism. The developer appealed the decision in November 2020.","Kitsey Burns Harrison, Conditional use permit denied for solar farm near Smithtown, Yadkin Ripple, Oct. 13, 2020, https://www.yadkinripple.com/news/18274/no-solar-farm; Kitsey Burns Harrison, Superior Court appeal filed for Shady Grove solar farm project, Yadkin Ripple, Nov. 17, 2020, https://www.yadkinripple.com/news/18470/superior-court-appeal-filed-for-shady-grove-solar-farm-project.",['NC']
2375,Woodland Solar Project (Northampton County),2025,Canceled,2015.0,2015,No,,NC,Northampton County,37131,,Solar,5.0,42.0,"In 2015, Strata Solar Company asked the Woodland Town Council to rezone a 42-acre farm to allow for construction of a 5-MW solar farm. Residents organized against the project, expressing unfounded fears that the solar project would cause cancer and other impacts. One resident asserted at a Town Council Meeting that the proposed solar farm “would suck up all the energy from the sun and businesses would not come to Woodland.” The Town Council voted against the rezoning and imposed a moratorium on all future solar projects, citing their constituents’ concern of being “completed surrounded by solar farms.”","CJ Staff, Appeals Court Upholds Pender County’s Rejection of 2,300-acre Solar Farm, THE CAROLINA JOURNAL, Dec. 31, 2024, https://www.carolinajournal.com/appeals-court-upholds-pender-countys-rejection-of-2300-acre-solar-farm/; Max Blau, How a North Carolina village came to believe that solar farms were “killing the town”, The Guardian, Dec. 21, 2015, https://www.theguardian.com/us-news/2015/dec/21/north-carolina-woodland-solar-farms; David Roberts, The North Carolina town that’s scared of solar panels, revisited, Vox, Dec. 18, 2015, https://www.vox.com/2015/12/18/10519644/north-carolina-solar-town.",['NC']
2376,Brady Wind Farm (Stark County),2025,Unknown,,2016,No,,ND,Stark County,38089,,Wind,150.0,,"Dickinson Wind applied for a conditional use permit to construct an 87-turbine, 150-MW facility in Stark County. Opponents formed a group called Concerned Citizens of Stark County, who spoke against the project in a March 2016 hearing before the PSC. The PSC approved the project in June 2016.","Allyssa Dickert, N.D. Public Service Commission Surprised by Wind Farm Opposition, KFYR-TV, Mar. 31, 2016, https://web.archive.org/web/20161105195945/https://www.kfyrtv.com/home/headlines/Dickinson-Public-Service-Commission-Surprised-by-Wind-Farm-Opposition-374199651.html; Kalsey Stults, PSC approves Brady Wind project in Stark County, The Dickinson Press, June 16, 2016, https://www.thedickinsonpress.com/business/psc-approves-brady-wind-project-in-stark-county;",['ND']
2377,Burke County Wind (Burke County),2025,Pending,,2021,No,,ND,Burke County,38013,,Wind,200.0,,"In June 2019, the PSC rejected NextEra’s application to construct the Burke County Wind Project due to proximity to wetlands and potential wildlife impacts, the first time the PSC had rejected a wind farm application. The project was controversial in the community, where the planning and zoning commission had voted against it before the county commissioners approved it. NextEra submitted a revised application for a 74-turbine, 200-MW wind farm called Northern Divide Wind, which the PSC approved in June 2021.","John Hageman, North Dakota keeps adding wind turbines. Some aren’t happy about it, FORUM NEWS SERVICE, Sept. 19, 2019, https://www.farmforum.net/story/news/agriculture/2019/09/19/north-dakota-keeps-adding-wind-turbines-some-arent-happy-about-it/49236533/; Joe Skurzewski, Company behind rejected wind project in Burke County to submit new application, KFYR-TV, Aug. 15, 2019, https://www.kfyrtv.com/content/news/Company-behind-rejected-wind-project-in-Burke-County-to-submit-new-application-544987201.html; Amy R. Sisk, PSC rejects permit for wind farm over lighting issues, THE BISMARK TRIBUNE, Mar. 4, 2020, https://bismarcktribune.com/news/state-and-regional/govt-and-politics/psc-rejects-permit-for-wind-farm-over-lighting-issues/article_37b8b353-159b-553a-9f58-07f0868e8978.html; Regulators approve wind farm in Burke County, ASSOCIATED PRESS, June 11, 2020, https://apnews.com/article/north-dakota-wildlife-wind-power-minot-f28f6f644f1fb7b1a8a3e69b0c6fa030.",['ND']
2378,Burleigh-Emmons Wind Farm (Burleigh County),2025,Canceled,2019.0,2019,No,,ND,Burleigh County,38015,,Wind,,,"PNE Wind proposed a 70-turbine wind farm in Burleigh County near Morton Township. The issue became highly divisive in the local community, leading to the denial of county land use permits in May 2019, and a vote to recall Burleigh County officials who supported the project in August 2019. Opponents organized an anti-wind organization, North Dakota Visionkeepers, to block the project. The new project owner, Burke Wind, stated in May 2019 that they intended to move the project to elsewhere.","Robert Suhr, Southern Burleigh County wind farm project officially dead, KX News, May 22, 2019, https://www.kxnet.com/news/southern-burleigh-county-wind-farm-project-officially-dead; Jack Dura, Wind farm controversy drives likely first township recall in North Dakota, Grand Forks Herald, Aug. 20, 2019, https://www.inforum.com/news/wind-farm-controversy-drives-likely-first-township-recall-in-north-dakota; John Hageman, As wind grows in North Dakota, so does opposition, The Bismark Tribune, Sept. 12, 2019, https://bismarcktribune.com/news/state-and-regional/as-wind-grows-in-north-dakota-so-does-opposition/article_d5426f43-1aad-5ee2-875b-e18fc02f6a1f.html.",['ND']
2379,Charlie Creek Wind Farm (Billings County),2025,Canceled,2016.0,2016,No,,ND,Billings County,38007,,Wind,383.0,,"Orion Renewable Energy Ground submitted a zoning application for a 114-turbine, 383-MW project in Billings County. During a public hearing on the project, local residents expressed concerns over property devaluation, effects on local tourism, and impacts on the visual landscape. In particular, residents expressed concerns about turbine visibility from the Painted Canyon Visitor Center and other parts of Theodore Roosevelt National Park. In November 2016, the Billings County Commission denied the permit.","Kalsey Stults, Wind farm application rejected by Billings County Commission, The Bismark Tribune, Nov. 15, 2016, https://www.inforum.com/news/wind-farm-application-rejected-by-billings-county-commission.",['ND']
2380,Coal Creek Wind Farm (McLean County),2025,Pending,,2024,No,,ND,McLean County,38055,,Wind,400.0,,"A developer purchased Coal Creek Station, North Dakota’s largest coal-fired power plant, in 2022, averting its closure, and put plans into place to develop Coal Creek Wind Farm, a 400-MW wind farm in the area. Following a prior announcement to close the coal plant in 2020 and develop wind farms to replace the generation, the McLean County government opposed the move and placed a moratorium on new wind farms. In response to the 2022 sale of Coal Creek Station, McLean County leaders have indicated that they would be willing to lift the wind energy moratorium, as long as any development takes place alongside a plan to keep Coal Creek open. McLean County subsequently dropped the restrictions. In April 2024, however, McLean County Commissioners voted unanimously to deny a preliminary project area permit for the proposed Coal Creek Wind Farm. Opponents of the project expressed concerns about impacts to roads, farming operations, a local airport, and wildlife.","Dan Gearino, Sale of North Dakota's largest coal plant is almost complete. Then will come the hard part, Inside Climate News, Jan. 15, 2022, https://insideclimatenews.org/news/15012022/sale-of-north-dakotas-largest-coal-plant-is-almost-complete-then-will-come-the-hard-part; Zoning permit for wind farm at Coal Creek turned down, Bismarck Tribune, 2025, https://bismarcktribune.com/news/state-regional/zoning-permit-wind-farm-coal-creek-turned-down/article_eef39cec-fc01-11ee-a22d-f7426ca72325.html.",['ND']
2381,Discovery Wind Farm (McLean County),2025,Canceled,2024.0,2024,Yes,Administrative,ND,McLean County,38055,,Wind,,,"In April 2024, the McLean County Board of Commissioners denied a zoning permit for the Discovery Wind Farm, a 94-turbine wind farm proposed by Apex Clean Energy. The developer and participating landowners appealed the decision, and the McLean County Board of Commissioners denied their appeal in June 2024. Residents speaking at the public hearing expressed divided opinions on the project. Supporters argued that the project would bring economic growth to the community through tax revenue and emphasized property rights of the participating landowners. Opponents argued that the project would harm the community’s roads, wildlife, agriculture, airport, and atmosphere and noted that many of the participating landowners do not live in the county. After listening to testimony, the Commissioners expressed doubt that the project would provide substantial benefits and stated that the meeting produced no additional evidence to support changing their decision.","Bella Kraft, McLean County Commissioners deny landowners appeal for proposed wind farm, KFYR, Jun. 18, 2024, https://www.kfyrtv.com/2024/06/18/mclean-county-commissioners-deny-landowners-appeal-proposed-wind-farm/.",['ND']
2382,Garrison Butte Wind Farm (Mercer County),2025,Canceled,,2020,No,,ND,Mercer County,38057,,Wind,152.0,,"In 2018, Capital Power proposed a 152-MW wind farm in Mercer County. At a public hearing about the project, local residents expressed concern over the “attack on coal,” an industry that employs many residents. In May 2020, the Mercer County Commission passed a moratorium on wind development that blocked the project. Supporters of coal spoke out in favor of extending the moratorium at a July 2020 hearing, and a Facebook group called Faces of North Dakota Coal submitted a pro-coal letter to the commission with 500 local signatures.","Amy R. Sisk, Mercer County to keep wind moratorium in place, The Bismark Tribune, July 16, 2020, https://bismarcktribune.com/news/state-and-regional/mercer-county-to-keep-wind-moratorium-in-place/article_abef13a9-c70f-5b86-9d25-c40c9e10998e.html; Amy R. Sisk, Tension over renewables in coal county on display at wind moratorium hearing, The Bismark Tribune, July 1, 2020, https://bismarcktribune.com/news/state-and-regional/tension-over-renewables-in-coal-country-on-display-at-wind-moratorium-hearing/article_b137421f-2017-5daa-83a9-dffeb4fa16a8.html.",['ND']
2383,Bluestem Energy Solutions’ Knox County Solar Project (Knox County),2025,Canceled,2024.0,2024,No,,NE,Knox County,31107,,Solar,,325.0,"On September 18, 2024, the Knox County Board of Supervisors voted to deny a conditional use permit to Bluestone Energy Solutions to construct a 325-acre solar project.","Proceedings of the Knox County Board of Supervisors, Sept. 18, 2024, at 5-6, https://knoxcountyne.gov/posting_files/pdfs/board/minutes/2024/20240918_093516_board_minutes.pdf.",['NE']
2384,Burt County Wind Farm (Burt County),2025,Unknown,,2020,No,,NE,Burt County,31021,,Wind,,,"New York-based Con Edison’s plans to build an 86-turbine wind farm in Burt County encountered opposition from individuals who organized against the project on a Facebook group called “Burt County, NE Citizens United.” Sometime around 2020, the county adopted the restrictive setbacks described above. There is no news coverage about the project from after 2020, but a tracker on a Nebraska government website states that the facility may come to the county as soon as 2023.","Nebraska wind project runs into opposition by residents, OK Energy Today, Feb. 24, 2020, http://www.okenergytoday.com/2020/02/nebraska-wind-project-runs-into-opposition-by-residents; Nebraska Dep’t of Environmental & Energy, Wind Energy Generation in Nebraska: Under Development (last updated Feb. 23, 2023), https://neo.ne.gov/programs/stats/inf/89.htm#under-dev (last visited Mar. 15, 2023).",['NE']
2385,Greeley Wind Project (Greeley County),2025,Pending,,2024,No,,NE,Greeley County,31077,,Wind,115.0,,"NextEra Energy Resources is developing the 41-turbine, 115-MW Greeley Wind project. NextEra has planned for the project to begin operations by December 2026, subject to local and state approvals. The Greeley County Board of Commissioners approved a special use permit for NextEra despite the vocal opposition. Opponents voiced health concerns related to noise, vibrations, and shadow flicker generated by the turbines; environmental concerns related to the concrete bases and decommissioning of blades; and economic concerns related to property values and farm income. Local residents voiced opposition on the Facebook group Greeley County Alliance for Wise Energy.","Nancy Gaarder, Public safety, economic opportunity, China: Renewable energy debate runs hot in Nebraska, Flatwater Free Press, Feb. 16, 2024, https://flatwaterfreepress.org/public-safety-economic-opportunity-china-renewable-energy-debate-runs-hot-in-nebraska/; AP, Wind Farm developers face headwinds from opposition, misinformation, Daily Reporter, July 29, 2024, https://dailyreporter.com/2024/07/29/wind-farm-developers-face-headwinds-from-opposition-misinformation/.",['NE']
2386,K-Junction Solar (York County),2025,Pending,,2023,No,,NE,York County,31185,,Solar,310.0,,"OPPD energy has proposed a 310-MW solar project in York County called K-Junction Solar. In October 2023, over 100 residents attended a meeting at which many residents expressed concern about the project’s environmental and economic impacts, including impacts on the local agriculture industry, while other residents supported the potential for agrivoltaics and potential positive impacts on the local economy. A Facebook group called “STOP K-Junction Solar” formed in opposition to the project, and in November 2023, a Nebraska resident submitted an op-ed opposing the project to the York News Times.","William Swett, Solar opposites: Proponents, opponents of OPPD energy project meet in McCool Junction, York News-Times, Oct. 28, 2023, https://yorknewstimes.com/news/local/solar-energy-nebraska/article_30afe3d4-752a-11ee-803b-77c8f1c90178.html; STOP K-Junction Solar, Facebook, https://www.facebook.com/groups/1208365236574848/ (last visited Feb. 1, 2024); David D. Begley, Letter to the Editor: Concerns for the K-Junction Solar project, York News Times, Nov. 7, 2023, https://yorknewstimes.com/opinion/letters/concerns-for-the-k-junction-solar-project/article_3f4620dc-7cb1-11ee-a152-2f673f355d1b.html.",['NE']
2387,Kilgore Wind Farm (Cherry County),2025,Pending,,2023,Yes,State,NE,Cherry County,31031,,Wind,,,"In July 2016, the Cherry County Planning Commission formally recommended against granting a conditional land use permit to Bluestem Sandhills to construct the Kilgore Wind Project, which was then planned to be a 30-turbine wind farm in Cherry County. The decision was made at a meeting attended by over 200 individuals that lasted until 2:00 a.m. A local opposition group raised arguments about potential impacts on birds and wetlands. In October 2019, the Cherry County Board granted a conditional use permit to a 19-turbine plan for the project. A group called Preserve the Sandhills LLC, which claimed to have 500 members, filed an appeal challenging the decision in Cherry County District Court the following month. In August 2020, District Judge Kosizek denied a motion to dismiss, allowing the suit to proceed. In June 2020, the Cherry County Board granted a 4-year extension for the completion of the wind turbine project while the suit was pending, which the project opponents claimed was improper. However, the Cherry County District Court held that it did not have jurisdiction to consider objections to the extension, a decision upheld by the Supreme Court of Nebraska in 2021. On February 24, 2023, the Nebraska Supreme Court dismissed appeals from Preserve the Sandhills LLC, paving the way for the project to move forward.","Tammy Bain, Sandhills wind farm worries won’t blow over, Npt Telegraph, Jul. 20, 2016, https://nptelegraph.com/news/local_news/sandhills-wind-farm-worries-won-t-blow-over/article_83451c48-4ef6-11e6-b3a2-efcb9293756f.html; Todd von Kampen, Fresh gusts in Sandhills wind-energy project fight, The North Platte Telegraph, Dec. 7, 2019, https://nptelegraph.com/townnews/law/fresh-gusts-in-sandhills-wind-energy-project-fight/article_4201e9c0-18ae-11ea-9a13-d7ebe70e7ff3.html; Todd von Kampen, Group continues legal battle to reverse Cherry County’s endorsement of Kilgore-area wind farm, The North Platte Telegraph, Sept. 17, 2020, https://nptelegraph.com/news/local/group-continues-legal-battle-to-reverse-cherry-countys-endorsement-of-kilgore-area-wind-farm/article_5655909a-f934-11ea-852a-1b0b2b849ae5.html; Pres. the Sandhills, LLC v. Cherry Cnty., 310 Neb. 184 (Sept. 24, 2021); Todd von Kampen, State Supreme Court rulings dismiss challenges to Kilgore wind farm, The North Platte Telegraph, Mar. 8, 2023, https://nptelegraph.com/business/state-supreme-court-rulings-dismiss-challenges-to-kilgore-wind-farm/article_db462492-be0b-11ed-a4af-5febc34eea41.html.",['NE']
2388,Milligan 1 Wind Project (Saline County),2025,Pending,,2021,Yes,State,NE,Saline County,31151,,Wind,300.0,,"In November 2019, a group of Saline County residents sued to block this 99-turbine, 300-MW wind farm, arguing that a conditional use permit issued to the original owner could not be transferred to the new owner. The lawsuit failed to stop the project, which became operational in 2021. In July 2021, The Board of Adjustments, in response to an appeal by a landowner, ordered that wind turbines may not operate above 50 dBa within 1000 feet of the landowner’s property or be subject to a shut down. In a challenge brought by Milligan, a Saline County District Judge granted a temporary injunction until the merits of the case are determined. The litigation is still ongoing.","Matt Olberding, Group sues to stop Saline County wind farm, Lincoln Journal Star, Nov. 11, 2019, https://journalstar.com/business/local/group-sues-to-stop-saline-county-wind-farm/article_05f69bd0-ca80-5015-9a76-e9b867c508ab.html; Milligan 1 Wind, EDF RE, https://www.edf-re.com/project/milligan-1-wind-project/ (last visited Mar. 15, 2023); Doug Kennedy, Judges issues temporary injunction in wind farm dispute with Saline County, News Channel Nebraska, Aug. 2, 2023, https://southeast.newschannelnebraska.com/story/49326615/judges-issues-temporary-injunction-in-wind-farm-dispute-with-saline-county.",['NE']
2389,North Fork Wind (Knox County),2025,Pending,,2025,Yes,State,NE,Knox County,31107,,Wind,600.0,,"In early 2024, a group of people referring to themselves as the “Wind Watchers” organized opposition to a proposed 600-MW commercial wind energy project in Knox County, which had been under development since 2017. In May 2024, the Knox County Board of Supervisors voted to increase the setback requirements for wind from 2,000 feet to 6,600 feet from nonparticipating dwellings. North Fork Wind responded by filing a lawsuit in federal court, which alleged, among other claims, that the zoning amendments violated the contracts clause, the equal protection clause of the 14th Amendment and Nebraska Constitution, the due process clause of the 14th Amendment, and the takings clause of the Fifth Amendment and Nebraska Constitution. [Note: In March 2025, the court dismissed all of the claims except the takings claim.]","Knox County gets favorable ruling in wind developer lawsuit against its regulations, NATIONAL WIND WATCH, Mar. 18, 2025, https://www.wind-watch.org/news/2025/03/18/knox-county-gets-favorable-ruling-in-wind-developer-lawsuit-against-its-regulations/;  Wind energy company, residents sue Knox County over wind farm rule changes, SIOUXLAND PROUD, 2024, https://www.siouxlandproud.com/news/local-news/wind-energy-company-residents-sue-knox-county-over-wind-farm-rule-changes/.",['NE']
2390,Platteview Solar Project (Saunders County),2025,Pending,,2021,No,,NE,Saunders County,31155,,Solar,81.0,500.0,"In May 2021, the Saunders County Board voted to approve a permit for an 81-MW, 500-acre solar project by Community Energy. Opponents collected 500 signatures against the project, and 45 landowners retained an attorney to consider legal action.","Nancy Gaarder, Saunders County Board approves solar farm despite local opposition, Energy Central News, May 26, 2021, https://energycentral.com/news/saunders-county-board-approves-solar-farm-despite-local-opposition; Platteview Solar Project, AES, https://www.aes.com/platteview-solar (last visited Mar. 15, 2023).",['NE']
2391,Salt Creek Solar Project (Lancaster County),2025,Pending,,2022,Yes,State,NE,Lancaster County,31109,,Solar,250.0,2800.0,"Ranger Power’s plans to construct a 250-MW solar project on 2,800 acres east of Lincoln encountered opposition from neighbors. One county commissioner proposed an amendment to prohibit solar panels on a portion of the project within city limits, but the amendment was defeated. In January 2022, a local newspaper reported that four landowners had filed notices of appeal in Lancaster County District Court challenging the Lancaster County Board’s approval of the project. In November 2022, nearly three dozen landowners filed a lawsuit challenging the county’s approval of the project.","Fred Knapp, Big Solar Farm Proposal Near Lincoln Advancing, Nebraska Public News Media, Oct. 28, 2021, https://nebraskapublicmedia.org/ar/news/news-articles/big-solar-farm-proposal-advancing; Matt Olberding, Several landowners appealing approval of solar farm near Lincoln, Lincoln Journal Star, Jan. 22, 2022, https://journalstar.com/news/local/govt-and-politics/several-landowners-appealing-approval-of-solar-farm-near-lincoln/article_b1c01190-dde8-51de-8143-dd0868f92ce0.html; Matt Olberding, Neighbors sue in attempt to stop solar farm east of Lincoln, Lincoln Journal-Star, Nov. 28, 2022 (updated Jan. 8, 2023), https://journalstar.com/business/local/neighbors-sue-in-attempt-to-stop-solar-farm-east-of-lincoln/article_04e9bcfc-43f2-5f24-9f96-a3899b7a97fd.html.",['NE']
2392,Antrim Wind Project (Hillsborough County),2025,Operational,,2019,Yes,State,NH,Hillsborough County,33011,,Wind,29.0,,"In December 2016, the New Hampshire Site Evaluation Committee approved the 29-MW Antrim wind farm, which would involve 9 wind turbines on a ridge. Project opponents concerned about noise and impacts on wildlife, property values, and scenic views appealed the decision to the New Hampshire Supreme Court. In May 2018, the court ruled against the project opponents on all counts, allowing the project to move forward. The project began commercial operations in 2019.","Paul Cuno-Booth, State’s high court shoots down appeal against Antrim Wind; project can go forward, The Keene Sentinel, May 12, 2018, https://www.sentinelsource.com/news/local/states-high-court-shoots-down-appeal-against-antrim-wind-project-can-go-forward/article_0a50e8ad-e5a1-55ba-888a-4cc29cb2ee88.html; Appeal of Allen, 170 N.H. 754 (May 18, 2018); Transalta, Antrim Wind Project, https://transalta.com/about-us/our-operations/facilities/antrim-wind-project/ (last visited Mar. 18, 2023).",['NH']
2393,Franklin Solar Project (Merrimack County),2025,Pending,,2024,Yes,State,NH,Merrimack County,33013,,Solar,1.0,6.0,"In April 2024, the New Hampshire Supreme Court overturned the City of Franklin Planning Board’s denial of a 6-acre, 1-MW solar farm proposed by GSSG New Hampshire. The project met the city’s zoning ordinances but was opposed by residents were concerned about disruptions of the scenery and property values. The court stated that a board cannot deny projects that comply with zoning ordinances based solely on subjective views. The court essentially approved the project by issuing a builder’s remedy which allows a project to proceed if it meets zoning ordinances.","Annmarie Timmins, Court: Communities can’t reject solar on looks, property value fears alone, New Hampshire Bulletin, Apr. 17, 2024, https://newhampshirebulletin.com/2024/04/17/court-communities-cant-reject-solar-on-looks-property-tax-fears-alone/; Mojalaki Holdings v. City of Franklin (NH Sup. Ct., April 9, 2024).",['NH']
